ಎಲಿಜಬೆತ್	Elizabeth
ಚಲನೆಯನ್ನೊಳಗೊಳ್ಳದ	Chalaneyannolagollada
ಭೌತವಸ್ತುವಿಲ್ಲ;	bhautavastuvilla;
ಆಕಾಶ	aakaasha
ಮತ್ತು	mattu
ಕಾಲವನ್ನೊಳಗೊಳ್ಳದ	kaalavannolagollada
ವಸ್ತುವಾಗಲಿ	vastuvaagali
ಚಲನೆಯಾಗಲಿ	chalaneyaagali
ಇಲ್ಲ;	illa;
ಭಿನ್ನತೆ	bhinnate
ಇಲ್ಲದ	illada
ಏಕಪ್ರಕಾರತೆಯೂ	ekaprakaarateyoo
ಏಕತೆ	ekate
ಇಲ್ಲದ	illada
ಭಿನ್ನತೆಯೂ	bhinnateyoo
ಇಲ್ಲ.	illa.
</s>	</s>
ಈ	Ee
ತತ್ವವೇ	tatvave
ಖಾದಿ	khaadi
ಉತ್ಪಾದಿಸಿ	utpaadisi
ಖಾದಿ	khaadi
ಬಟ್ಟೆಗಳನ್ನೇ	battegalanne
ತೊಡುವ	toduva
ಸಂಪ್ರದಾಯ	sampradaaya
ಜನಪ್ರಿಯವಾಯಿತು.	janapriyavaayitu.
</s>	</s>
ಬುಡ್ಡೆಗಳು	Buddegalu
ದೊಡ್ಡವಾಗಿ	doddavaagi
ಫುಪ್ಪಸದ	phuppasada
ಗಾಳಿಕೊಳವೆಗಳನ್ನು	gaalikolavegalannu
ಅಮುಕುವುದರಿಂದ	amukuvudarinda
ಶ್ವಾಸ	shvaasa
ಕಾರ್ಯಕ್ಕೆ	kaaryakke
ಆತಂಕವುಂಟಾಗುವುದು.	aatankavuntaaguvudu.
</s>	</s>
ನಂತರ,	Nantara,
ನಾಗರಿಕರ	naagarikara
ಹಿತದೃಷ್ಟಿಯಿಂದ	hitadrushtiyinda
ಹಲವು	halavu
ದಿನಗಳ	dinagala
ಕಾಲ	kaala
ರಸ್ತೆಗಳನ್ನು	rastegalannu
ಮುಚ್ಚುವ	muchchuva
ಅಗತ್ಯವಿಲ್ಲದಿದ್ದರೂ,	agatyavilladiddaroo,
ಮಹಾನಗರ	mahaanagara
ಪೊಲೀಸರು,	policearu,
ರಸ್ತೆಗಳನ್ನು	rastegalannu
ಹಲವು	halavu
ದಿನಗಳ	dinagala
ಕಾಲ	kaala
ಮುಚ್ಚುವ	muchchuva
ನಿರ್ಧಾರವನ್ನು	nirdhaaravannu
ಟೀಕಿಸಲಾಯಿತು.	teekisalaayitu.
</s>	</s>
ಪ್ರೈಯರ್	Prior
ಅನಲಿಟಿಕ್ಸ್‌	Analytics
</s>	</s>
ಪ್ರೀತಿಯಿಂದ	Preetiyinda
ಇಡೀ	idee
ದೇಶವನ್ನೆ	deshavanne
ಗೆಲ್ಲಬಹುದೆಂದು	gellabahudendu
ಹೇಳಿದ್ದಾರೆ.	heliddaare.
</s>	</s>
ಇದಕ್ಕೆಂದೇ	Idakkende
ಮಹಾನ್ಯಾಸವೆಂಬ	mahaanyaasavemba
ಪ್ರಕಾರವಿದೆ.	prakaaravide.
</s>	</s>
ತತ್ತ್ವಮೀಮಾಂಸೆಯನ್ನು	Tattvameemaamseyannu
ಆತ	aata
"ಮೊದಲ	"modala
ತತ್ತ್ವಶಾಸ್ತ್ರ",	tattvashaastra",
ಮತ್ತು	mattu
"ಮತಧರ್ಮ	"matadharma
ಶಾಸ್ತ್ರದ	shaastrada
ವಿಜ್ಞಾನ"	vijnaana"
ಎಂಬುದಾಗಿಯೂ	embudaagiyoo
ಉಲ್ಲೇಖಿಸುತ್ತಾನೆ.	ullekhisuttaane.
</s>	</s>
1998:	1998:
ಇಲೆಕ್ಟ್ರಾನಿಕ್	electronic
ಅಂಚೆ	anche
ಚೀಟಿಗಳುಅಂತರ್ಜಾಲದಿಂದ	cheetigalu antarjaaladinda
ಖರೀದಿಮಾಡಬಹುದು.	khareedimaadabahudu.
ಅಲ್ಲದೇ	allade
ಮುದ್ರಿಸಲು	mudrisalu
ಅಂತರ್ಜಾಲದಿಂದ	antarjaaladinda
ಡೌನ್ ಲೋಡ್	download
ಮಾಡಿಕೊಳ್ಳಬಹುದು.	maadikollabahudu.
</s>	</s>
ಅವರು	Avaru
ಮಹಿಳೆಯರಿಗೆ	mahileyarige
ಸಮಾನ	samaana
ಹಕ್ಕುಗಳು	hakkugalu
ಮತ್ತು	mattu
ಗೌರವಗಳನ್ನು	gauravagalannu
ಪ್ರತಿಪಾದಿಸಿದರು	pratipaadisidaru
ಮತ್ತು	mattu
ಲಿಂಗವನ್ನು	lingavannu
ಪರಿಗಣಿಸದೆ,	pariganisade,
ಎಲ್ಲಾ	ellaa
ಮಕ್ಕಳ	makkala
ಶಿಕ್ಷಣಕ್ಕಾಗಿ	shikshanakkaagi
ಸಲಹೆ	salahe
ನೀಡಿದರು.	needidaru.
</s>	</s>
ಚಿಗುರೆಲೆಗಳು	Chigurelegalu
ಹಳೆಯ	haleya
ಎಲೆಗಳಿಗಿಂತ	elegaliginta
ಹೆಚ್ಚಿನ	hechchina
ಪ್ರಮಾಣದಲ್ಲಿ	pramaanadalli
ಕರ್ಪುರವನ್ನು	karpuravannu
ನೀಡುತ್ತವೆ.	needuttave.
</s>	</s>
ಭಾರತದ	Bharatada
ಮತ್ತು	mattu
ಉಪಜಾತಿಗಳಲ್ಲಿ	upajaatigalalli
ಕೆಂಪು	kempu
ಚುಕ್ಕೆಗಳನ್ನು	chukkegalannu
ಕಂದು	kandu
ಗರಿಗಳನ್ನು	garigalannu
ಹೊಂದಿದೆ.	hondide.
</s>	</s>
ಹೆನ್ರಿ	Henry
ಕೇಂಬ್ರಿಡ್ಜ್	Cambridge
ಮತ್ತು	mattu
ಥಾಮಸಿನ್	Thomasin
ಎಂಬ	emba
ಸಂಭಾವಿತ	sambhaavita
ರೈತರ	raitara
ಎರಡೆನೆಯ	eradeneya
ಮಗಳಾಗಿ	magalaagi
ಜನಿಸಿದಳು.	janisidalu.
</s>	</s>
ಅಲ್ಲದೆ	Allade
ಚಿದದ್ವೈತಿಗಳು	chidadvaitigalu
ಎಲ್ಲರೂ	ellaroo
ಭೌತವಸ್ತುವೂ	bhautavastuvoo
ಮಾನವ	maanava
ಆತ್ಮವೂ	aatmavoo
ಅತ್ಯಂತ	atyanta
ಭಿನ್ನವೆಂಬ	bhinnavemba
ದ್ವೈತವಾದಿಗಳಾಗಬೇಕಾಗಿಲ್ಲ.	dvaitavaadigalaagabekaagilla.
</s>	</s>
ನಂತರ	Nantara
ಎಎಮ್‌ಡಿ	AMD
ಅದೇ	ade
ವಿನ್ಯಾಸದಲ್ಲಿ	vinyaasadalli
Am286ಯನ್ನು	aam286yannu
ತಯಾರಿಸಿತು	tayaarisitu
ಆದರೆ	aadare
ಇಂಟೆಲ್	Intel
1986ರಲ್ಲಿ	1986ralli
ತನ್ನ	tanna
ಒಪ್ಪಂದವನ್ನು	oppandavannu
ಮುರಿದುಕೊಂಡಿತು	muridukonditu
ಮತ್ತು	mattu
i386	i386
ಭಾಗದ	bhaagada
ತಾಂತ್ರಿಕ	taantrika
ಮಾಹಿತಿಯನ್ನೊದಗಿಸಲು	maahitiyannodagisalu
ನಿರಾಕರಿಸಿತು.	niraakarisitu.
</s>	</s>
ಅಲ್ಲಿರುವುದೇನಿದ್ದರೂ	Alliruvudeniddaroo
ಹಸ್ತಕ್ಕೆ	hastakke
ಕೈಯ	kaiya
ಒಳಮೈ	olamai
ಎಂದೂ	endoo
ಪಾದತಲಕ್ಕೆ	paadatalakke
ಕಾಲಿನ	kaalina
ಕೆಳಭಾಗ	kelabhaaga
ಎಂಬ	emba
ಅರ್ಥವಿವರಣೆ	arthavivarane
ಮಾತ್ರ.	maatra.
</s>	</s>
ಅದೇ	Ade
ಮೇರೆಗೆ	merege
ಅಂಥವರನ್ನು	anthavarannu
ಶುದ್ದಿ	shuddi
ಮಾಡಿ	maadi
ಅಂದರೆ	andare
ಹೋಮ,	homa,
ಹವನ,	havana,
ನಾಮಕರಣಾಧಿಗಳನ್ನು	naamakaranaadhigalannu
ಮಾಡಿ,	maadi,
ಅವರನ್ನು	avarannu
ಆರ್ಯ	aarya
ಸಮಾಜಕ್ಕೆ	samaajakke
ಸೇರಿಸಿಕೊಳ್ಳುವ	serisikolluva
ಪ್ರಯತ್ನಗಳನ್ನು	prayatnagalannu
ರೂಢಿಗೆ	roodhige
ತಂದರು.	tandaru.
</s>	</s>
ಮತ್ತೆ	Matte
ಬಂದ	banda
ಟೇಗ್	tag
ಟೀಮ್	team
ಆದ	aada
ಮಾರ್ಕ್	Mark
ಹೆನ್ರಿ	Henry
ಮತ್ತು	mattu
MVP	MVP
ಅವರು	avaru
ಕೂಡ	kooda
ಪಂದ್ಯವನ್ನು	pandyavannu
ಸೋತರು.	sotaru.
</s>	</s>
ಕನ್ನಡದಲ್ಲಿ	Kannadadalli
'ದಟ್ಸ್	'Dats
ಕನ್ನಡ	kannada
ಅಂತರ್ಜಾಲ	antarjaala
ಪತ್ರಿಕೆ'ಯಲ್ಲಿ	patrike'yalli
5	5
ವರ್ಷಗಳ	varshagala
ಕಾಲ	kaala
'ವಿಚಿತ್ರಾನ್ನ'ವೆಂಬ	'vichitraanna'vemba
ಸಾಪ್ತಾಾಹಿಕ	saaptaahika
ಅಂಕಣ	ankana
ಮತ್ತು	mattu
ವಿಜಯ	Vijaya
ಕರ್ನಾಟಕದಲ್ಲಿ	Karnatakadalli
3	3
ವರ್ಷ	varsha
ಪರಾಗಸ್ಪರ್ಶ’	paraagasparsha'
ಅಂಕಣ	ankana
ಬರೆದಿರುವ	barediruva
ಜೋಷಿಯವರ	Joshiyavara
ಬರಹಗಳೆಲ್ಲ	barahagalella
8	8
ಪುಸ್ತಕಗಳ	pustakagala
ರೂಪದಲ್ಲಿ	roopadalli
ಪ್ರಕಟವಾಗಿವೆ.	prakatavaagive.
</s>	</s>
ಕುಲೀನವರ್ಗದ	Kuleenavargada
ಮಾದರಿಯ	maadariya
ಕೆಲವೇ	kelave
ಸಮರ್ಥಿಸಲ್ಪಟ್ಟವುಗಳ	samarthisalpattavugala
ಸದ್ಗುಣಕ್ಕೆ-	sadgunakke-
ಅಥವಾ	athavaa
ಬೆನ್ನೇಣಿಗೆ	bennenige
-	-
ಗುಲಾಮರು	gulaamaru
ಮತ್ತು	mattu
ಇತರರ	itarara
ದಾಸ್ಯಮನೋಭಾವದ	daasyamanobhaavada
ಕುರಿತಾದ	kuritaada
ಆತನ	aatana
ಸಮರ್ಥನೆಯನ್ನೂ	samarthaneyannoo
ಸಹ	saha
ಇದು	idu
ತೋರಿಸುತ್ತದೆ.	torisuttade.
</s>	</s>
ಮಹಾರಾಜರು	Mahaaraajaru
ಕಲಾವಿದರ	kalaavidara
ಏಳಿಗೆಯ	eligeya
ಬಗ್ಗೆ	bagge
ಆಸಕ್ತಿ,	aasakti,
ಅಭಿಮಾನವನ್ನು	abhimaanavannu
ತಳೆದದ್ದರಿಂದ	taledaddarinda
ಕಲಾಭ್ಯಾಸ	kalaabhyaasa
ಮಾಡಲು	maadalu
ಅವಕಾಶವಿಲ್ಲದ	avakaashavillada
ಆಸಕ್ತ	aasakta
ಮಕ್ಕಳಿಗಾಗಿ	makkaligaagi
ಉತ್ತಮ	uttama
ವಿದ್ವಾಂಸರಿಂದ	vidvaamsarinda
ಉಚಿತವಾಗಿ	uchitavaagi
ಪಾಠ	paatha
ಕಲಿಸುವ	kalisuva
ಮಹದವಕಾಶ	mahadavakaasha
ಒದಗಿಸಿಕೊಟ್ಟು,	odagisikottu,
ಅದರ	adara
ಮೇಲ್ವಿಚಾರಣೆಯನ್ನೂ	melvichaaraneyannoo
ಇವರಿಗೇ	ivarige
ವಹಿಸಿದರು.	vahisidaru.
</s>	</s>
ಇದರ	Idara
ಸಂಕಲನ	sankalana
ಪ್ರಮುಖ	pramukha
ಉದ್ದೇಶ್ಯ.	uddeshya.
</s>	</s>
ಪ್ರಯೋಗಕ್ಕೆ	Prayogakke
ಒಳಪಟ್ಟ	olapatta
ಅಂಗಾಂಶಗಳಲ್ಲಿ	angaamshagalalli
ಸಕ್ರಿಯ	sakriya
ಅಣು	anu
ಏಕಾಗ್ರವಾಗಲು	ekaagravaagalu
ಸ್ವಲ್ಪ	svalpa
ಸಮಯ	samaya
ಹಿಡಿಯುತ್ತದೆ;	hidiyuttade;
ನಂತರ	nantara
ಸಂಶೋಧನೆಗೆ	samshodhanege
ಒಳಪಟ್ಟ	olapatta
ವ್ಯಕ್ತಿ	vyakti
ಅಥವಾ	athavaa
ರೋಗಿಯನ್ನು	rogiyannu
ಛಾಯಾ-ಚಿತ್ರಣ	chaayaa-chitrana
ಸ್ಕ್ಯಾನರ್‌ನಲ್ಲಿ	scannernalli
ಇಡಲಾಗುತ್ತದೆ.	idalaaguttade.
</s>	</s>
ಕರಿಬಸವಶಾಸ್ತ್ರೀ	Karibasavashastri
ಪಿ	P
ಆರ್.	R.
:	:
19ನೆಯ	19neya
ಶತಮಾನದ	shatamaanada
ಉತ್ತರಾರ್ಧ	uttaraardha
ಮತ್ತು	mattu
20ನೆಯ	20neya
ಶತಮಾನದ	shatamaanada
ಪುರ್ವಾರ್ಧದಲ್ಲಿ	purwardhadalli
ಮೈಸೂರಿನಲ್ಲಿ	Mysorenalli
ಆಗಿಹೋದ	aagihoda
ಪಂಡಿತರಲ್ಲಿ	panditaralli
ಅಗ್ರಗಣ್ಯರು.	agraganyaru.
</s>	</s>
ಶುಷ್ಕ	Shushka
ಹವಾಮಾನದಲ್ಲಿ(ಡಿಸೆಂಬರ್	havaamaanadalli(December
ನಿಂದ	ninda
ಮಾರ್ಚ್	March
ವರೆಗೂ)	varegoo)
ಇತರ	itara
ತಿಂಗಳಿಗಿಂತ	tingaliginta
ಕಡಿಮೆ	kadime
ನೀರು	neeru
ಕಂಡುಬರುತ್ತದೆ.	kandubaruttade.
</s>	</s>
ಮುಂದೆ	Munde
ಸ್ನಾನಕೋತ್ತರದಲ್ಲೂ	snaanakottaradalloo
'ಫೆಲೋಶಿಪ್'	'Fellowship'
ದೊರೆಯಿತು.	doreyitu.
</s>	</s>
ಗೈಡ್ಸ್	Guides
ಕಾವಲ್ರಿ	Cavalry
</s>	</s>
ಮುಂಭಾಗದ	Mumbhaagada
ಪಿಟ್ಯುಟರಿಯು	pituitaryyu
ಪಿಟ್ಯುಟರಿ	pituitary
ಸ್ಟಾಕ್‌ನ	stockna
ಅಡಿಯಲ್ಲಿ	adiyalli
ಅಂಗಾಂಶಗಳ	angaamshagala
ತೆಳು	telu
ಹಾಳೆಯಾಗಿದ್ದು,	haaleyaagiddu,
ಮತ್ತು	mattu
ಹಲವು	halavu
ಸಂದರ್ಭದಲ್ಲಿ	sandarbhadalli
ಮುಂಭಾಗದ	mumbhaagada
ಪಿಟ್ಯುಟರಿಯ	pituitaryya
ಅಂಗಾಂಶಗಳಿಗೆ	angaamshagalige
ನಿಯತವಲ್ಲದ	niyatavallada
ಬೆರಳಿನ	beralina
ಆಕಾರದ	aakaarada
ಮುಂದೆಚಾಚಿರುವ	mundechaachiruva
ಭಾಗಗಳನ್ನು	bhaagagalannu
ಕಳಿಸುತ್ತದೆ,	kalisuttade,
ಅವು	avu
ಅದರ	adara
ಕಳಗೆ	kelage
ನೆಲೆಸಿರುತ್ತದೆ.	nelesiruttade.
</s>	</s>
ಜೈವಿಕ	Jaivika
ವೆಬ್‌ಸೈಟ್‌ಗಳ	websitegala
ಪಟ್ಟಿ	patti
</s>	</s>
"ವಿವರವನ್ನು	"Vivaravannu
ಪಡೆಯಲು	padeyalu
ಮುಂದಿನ	mundina
ವಾರದ	warada
ಅವಧಿಯಲ್ಲಿ	avadhiyalli
ನಾವು	naavu
ಫಿಫಾದೊಂದಿಗೆ	phiphaadondige
ಮಾತನಾಡುತ್ತೇವೆ,	maatanaadutteve,
ಆದರೆ	aadare
ಇದು	idu
ಧನಾತ್ಮಕವಾಗಿ	dhanaatmakavaagi
ಕಂಡುಬರುತ್ತಿದೆಯೆಂದು	kandubaruttideyendu
ನಾನು	naanu
ಭಾವಿಸುತ್ತೇನೆ"	bhaavisuttene"
ಎಂದು	endu
ಹಾಕಿನ್ಸ್	Hawkins
ಹೇಳುತ್ತಾರೆ.	heluttaare.
</s>	</s>
ವ್ಯವಸಾಯ	Vyavasaaya
ಮತ್ತು	mattu
ಖನಿಜ	khanija
ಸಂಪತ್ತುಗಳ	sampattugala
ಮೇಲೆ	mele
ಆಧಾರಿತವಾಗಿರುವ	aadhaaritavaagiruva
ಅನೇಕ	aneka
ಕಾರ್ಖಾನೆಗಳು	kaarkhaanegalu
ರಾಜ್ಯದಲ್ಲಿವೆ.	raajyadallive.
</s>	</s>
ಬೇಯಿಸಿದ	Beyisida
ಬೀಜಗಳನ್ನು	beejagalannu
ಹೆಚ್ಚಾಗಿ	hechchaagi
ಇತರ	itara
ತಿನಿಸುಗಳೊಂದಿಗೆ	tinisugalondige
ತಿನ್ನಲಾಗುತ್ತದೆ.	tinnalaaguttade.
</s>	</s>
ರೋಡ್ಸ್	Rhodes
ಒಂಬತ್ತನೆಯ	ombattaneya
ವಯಸ್ಸಿನ	vayassina
ತನಕ	tanaka
ಬಿಷಪ್	Bishop
ಸ್ಟೋಡ್ಫೊಡ್	Stodefod
ವ್ಯಕರಣ್	Vyakaran
ಶಾಲೆಯಲ್ಲಿ	shaaleyalli
ಅಧ್ಯಾಯನವನ್ನು	adhyaayanavannu
ಮಾಡಿದರು.	maadidaru.
</s>	</s>
ಘನಗಾತ್ರದ	Ghanagaatrada
ಕೋಣೆಯಲ್ಲಿ	koneyalli
ಸುಮಾರು	sumaaru
ಅಣುಗಳಿವೆ	anugalive
ಯೆಂದು	yendu
ತಿಳಿದಿದೆ)	tilidide)
ನಿರಂತರ	nirantara
ಯಾದೃಚ್ಛಿಕ	yaadruchchika
ಚಲನೆಯಲ್ಲಿರುತ್ತವೆ.	chalaneyalliruttave.
</s>	</s>
ಊರಿಗೆ	Oorige
ಮರಳಿದ	maralida
ಮೇಲೆ	mele
'ಧರ್ಮ	'Dharma
ಪುರಿ	puri
ರಾಚಯ್ಯಪ್ಪನ	Rachayyappana
ಭಿಕ್ಷವೋ'	bhikshavo'
ಎಂದು	endu
ನಾಲ್ಕು	naalku
ಜನ	jana
ನೀಲಾಗರರು	neelaagararu
ಸೇರಿ	seri
ಭಿಕ್ಷೆ	bhikshe
ಮಾಡಿಸುವವರು.	maadisuvavaru.
</s>	</s>
ಏಕೆಂದರೆ,	Ekendare,
ಈ	ee
ಭಾಗಗಳು	bhaagagalu
ಆತನ	aatana
ವಿದ್ಯಾರ್ಥಿಗಳಿಗಾಗಿ	vidyaarthigaligaagi
ಮೀಸಲಿಡಲಾಗಿದ್ದ	meesalidalaagidda
ಬೋಧನಾ	bodhanaa
ಸಾಮಗ್ರಿಗಳಾಗಿವೆ	saamagrigalaagive
ಎಂದು	endu
ಸಾಮಾನ್ಯವಾಗಿ	saamaanyavaagi
ಭಾವಿಸಲಾಗಿತ್ತು.	bhaavisalaagittu.
</s>	</s>
ಇಂಥ	Intha
ಕಲೆಗಾರರನ್ನು	kalegaararannu
ಸ್ವಾರ್ಥಿಪರ	swaarthipara
(ಎಗೋಯಿಸ್ಟ್)	(Egoist)
ಕಲೆಗಾರರೆಂದು	kalegaararendu
ಕಲೆಯುವುದು	kaleyuvudu
ವಾಡಿಕೆ.	vaadike.
</s>	</s>
ಭಾರತ,	Bharata,
ಬ್ರಿಟನ್	Britain
ಮುಂತಾದ	muntaada
ದೇಶಗಳು	deshagalu
ಅನುಪಾತ	anupaata
ಅಧಿಕಲಾಭತೆರಿಗೆಯನ್ನು	adhikalaabhaterigeyannu
ವಿಧಿಸಿದುವು.	vidhisiduvu.
</s>	</s>
ಅಲ್ಲದೆ	Allade
ಗ್ರಿಯರ್‍ಸನ್	Grayerson
ತನ್ನ	tanna
ಸಹೋದ್ಯೋಗಿಗಳ	sahodyogigala
ಸಹಾಯದಿಂದ	sahaayadinda
ಸೈನೊಟಿಬೆಟನ್	Synotibetan
ಭಾಷೆಗಳನ್ನು	bhaashegalannu
ಕುರಿತೂ	kuritoo
ದಾರ್ದಿಕ್	daardik
ಭಾಷೆಗಳನ್ನು	bhaashegalannu
ಕುರಿತೂ	kuritoo
ಕೆಲಸ	kelasa
ಮಾಡಿದ್ದಾನೆ.	maadiddaane.
</s>	</s>
ಮಧ್ಯ	Madhya
ಏಶಿಯವು	Asiavu
ಏಶಿಯ	Asia
ಖಂಡದ	khandada
ಮುಖ್ಯ	mukhya
ಹಾಗು	haagu
ವಿಶಾಲವಾದ	vishaalavaada
ಭೂಭಾಗ.	bhoobhaaga.
</s>	</s>
ಮೌಂಟ್‌‌ಬ್ಯಾಟನ್‌‌ರಿಗೆ	Mountbattenrige
ಗಂಡು	gandu
ಮಕ್ಕಳಿರಲಿಲ್ಲವಾದುದರಿಂದ	makkaliralillavaadudarinda
೨೩	23
ಆಗಸ್ಟ್‌‌	August
೧೯೪೬ರಂದು	1946randu
ಆತನಿಗೆ	aatanige
ವೈಕೌಂಟ್‌‌	WiiCount
ಪದವಿಯನ್ನು,	padaviyannu,
ನಂತರ	nantara
ಅರ್ಲ್‌	Earl
ಪದವಿಯನ್ನು	padaviyannu
ಹಾಗೂ	haagoo
೨೮	28
ಅಕ್ಟೋಬರ್‌‌	October
೧೯೪೭ರಂದು	1947randu
ಬ್ಯಾರನ್‌‌	Baron
ಪದವಿಗಳನ್ನು	padavigalannu
ಪಡೆದಾಗ	padedaaga
ಒಡೆತನದ	odetanada
ದಾಖಲೆಗಳನ್ನು	daakhalegalannu
ಹಕ್ಕುಗಳು	hakkugalu
ಪುತ್ರಿಯರಿಗೆ	putriyarige
ಹಾಗೂ	haagoo
ನಂತರ	nantara
ಅವರ	avara
ಪುತ್ರವರ್ಗಕ್ಕೆ	putravargakke
ಸಲ್ಲುವಂತೆ	salluvante
ಸಿದ್ಧಪಡಿಸಲಾಗಿತ್ತು.	siddhapadisalaagittu.
</s>	</s>
ಕೃಷ್ಣಾ	Krishnaa
ನದಿ	nadi
ನೀರನ್ನು	neerannu
ಮರುಹಂಚಿಕೆ	maruhanchike
ಮಾಡಬೇಕು.	maadabeku.
</s>	</s>
ಭಾರತದಲ್ಲಿ	Bharatadalli
ಬರ್ಡ್	Bird
ವಿಂಗ್	Wing
ಹೆಸರಿನ	hesarina
ಹಲವು	halavu
ದೊಡ್ಡ	dodda
ಚಿಟ್ಟೆ	chitte
ಜಾತಿಗಳಿವೆ.	jaatigalive.
</s>	</s>
ಲುದ್ದಿ	Luddi
</s>	</s>
ಮನುಸ್ಮೃತಿ	Manusmriti
ಪಿಪೀಲಿಕ	Pipelica
ಮಧ್ಯ	madhya
(ಇರುವೆಯ	(iruveya
ಶರೀರದಂತೆ	shareeradante
ಕೊನೆಗಳಲ್ಲಿ	konegalalli
ಗಾತ್ರ	gaatra
ಹೆಚ್ಚಿದ್ದು	hechchiddu
ಮಧ್ಯದಲ್ಲಿ	madhyadalli
ಗಾತ್ರ	gaatra
ಸಣ್ಣ	sanna
ಇರುವಂತೆ)	iruvante)
ಚಾಂದ್ರಾಯಣವನ್ನು	chaandraayanavannu
ಈ	ee
ರೀತಿ	reeti
ವಿವರಿಸುತ್ತದೆ	vivarisuttade
:	:
ತ್ರಿಕಾಲಗಳಲ್ಲೂ	trikaalagalalloo
ಸ್ನಾನಮಾಡುತ್ತ	snaanamaadutta
ಹುಣ್ಣಿಮೆ	hunnime
ದಿನ	dina
15	15
ಗ್ರಾಸಗಳನ್ನುಂಡು	graasagalannundu
ಮಾರನೆಯ	maaraneya
ಪಾಡ್ಯದಿಂದ	paadyadinda
ದಿನ	Dina
ದಿನಕ್ಕೂ	dinakkoo
ಒಂದೊಂದು	ondondu
ಗ್ರಾಸವನ್ನು	graasavannu
ಕಡಿಮೆ	kadime
ಮಾಡುತ್ತ	maadutta
ಚತುರ್ದಶಿಯ	chaturdashiya
ದಿನ	dina
ಒಂದೇ	onde
ಗ್ರಾಸವನ್ನುಂಡು	graasavannumdu
ಅಮಾವಸ್ಯೆಯ	amaavasyeya
ದಿನ	dina
ಉಪವಾಸವಿದ್ದು,	upavaasaviddu,
ಮಾರನೆಯ	maaraneya
ಪಾಡ್ಯದಿಂದ	paadyadinda
ಒಂದೊಂದರಂತೆ	ondondaramte
ಗ್ರಾಸವನ್ನು	graasavannu
ಹೆಚ್ಚು	hechchu
ಮಾಡುತ್ತ	maadutta
ಹುಣ್ಣಿಮೆ	hunnime
ದಿನಕ್ಕೆ	dinakke
15	15
ಗ್ರಾಸಗಳನ್ನು	graasagalannu
ಭುಂಜಿಸತಕ್ಕದ್ದು.	bhumjisatakkaddu.
</s>	</s>
ದಪ್ಪವಾದ,	Dappavaada,
ಪೂರ್ಣ-ದೇಹ	poorna-deha
ಕೆನೆ	kene
ಮತ್ತು	mattu
ಸೌಮ್ಯವಾದ	saumyavaada
ಸಿಹಿ	sihi
ರುಚಿಯ	ruchiya
ಮಾಂಸದ	maansada
ಒಳಭಾಗ,	olabhaaga,
ಸಾಧಾರಣವಾಗಿ	saadhaaranavaagi
ಮಧ್ಯಮ	madhyama
ವಾಸನೆಯ	vaasaneya
ಹೊರಸೂಸುವ	horasoosuva
ಮತ್ತು	mattu
ಸಣ್ಣ	sanna
ಬೀಜಗಳನ್ನು	beejagalannu
ಹೊಂದಿರುವ	hondiruva
ಹೊರಭಾಗ	horabhaaga
ಇವು	ivu
ಇದರ	idara
ಲಕ್ಷಣಗಳು.	lakshanagalu.
</s>	</s>
ಬ್ರಾಡ್ಲೆ	Bradley
ಪ್ರಸಿದ್ಧನಾದವ.	prasiddhanaadava.
</s>	</s>
ನೈಟ್,	Night,
ಕೆಲ್ವಿನ್.	Kelvin.
2007.	2007.
ಅರಿಸ್ಟಾಟೆಲಿಯನ್	Aristotelian
ಫಿಲಾಸಫಿ:	Philosophy:
ಎಥಿಕ್ಸ್	Ethics
ಅಂಡ್	and
ಪಾಲಿಟಿಕ್ಸ್‌	Politics
ಫ್ರಂ	from
ಅರಿಸ್ಟಾಟಲ್	Aristotle
ಟು	to
ಮ್ಯಾಕ್‌ಇಂಟೈರ್‌	MacIntyre
,	,
ಪಾಲಿಟಿ	Polity
ಪ್ರೆಸ್.	Press.
</s>	</s>
ವಾಟ್ಸನ್	Watson
ಎರಡನೆಯ	eradaneya
ಅಫ್ಹ್ಗಾನ್	Afghan
ಯುದ್ಧದಲ್ಲಿ	yuddhadalli
ಕೆಲಕಾಲ	kelakaala
ಸೇವೆ	seve
ಮಾಡಿದ್ದನು.	maadiddanu.
</s>	</s>
ಪಶ್ಚಿಮ	Pashchima
ಬಂಗಾಳದ	Bangalada
ಪ್ಲಾಸಿಯಲ್ಲಿ	Plasseyalli
ಕಾಮನ್	Common
ವೆಲ್ತ್	wealth
ಇನ್‌ಸ್ಟಿಟ್ಯೂಟ್	Institute
ಆಫ್	of
ಬಯಾಲಜಿಕಲ್	Biological
ಕಂಟ್ರೋಲ್	Control
ಸಂಸ್ಥೆಯಲ್ಲಿ	sanstheyalli
ಶಾಖೆಯ	shaakheya
ಮೇಲ್ವಿಚಾರಕರಾಗಿ	melvichaarakaraagi
ಎರಡು	eradu
ವರ್ಷ	varsha
ಸೇವೆ.	seve.
</s>	</s>
ಅಮ್ಮನ	Ammana
ಮೇಲಿನ	melina
ಸೀರೆಯೊಂದನ್ನು	seereyomdannu
ತೆಗೆದು	tegedu
ಇವನಿಗೆ	ivanige
ಹೊದಿಸಿದ	hodisida
ಮೇಲೆ,	mele,
ಈ	ee
ಹಿಂದಿನ	himdina
ಆಸಾದಿಯಿಂದ	aasaadiyinda
ಅಂದರೆ	amdare
