Kannada-Word,Part-of-Speech
ಅನುಮೋದನೆಯನ್ನು,N__NN
ನೀಡಿದೆ,V__VM__VF
.,RD__PUNC
ಸಾರ್ವಜನಿಕ,JJ
ಘಟಕದಿಂದ,N__NN
ಕಾರ್ಯರೂಪಕ್ಕೆ,N__NN
ತರಬೇಕಾದ,V__VM__VNG
ಕೆಲಸಗಳು,N__NN
.,RD__PUNC
ಸುನಾಮಿ,N__NN
ಪುನರ್ವಸತಿ,JJ
ಯೋಜನೆ,N__NN
ಅಡಿ,RP__RPD
ರೂ,N__NN
224.38,QT__QTC
ಕೋಟಿ,QT__QTC
ಮೌಲ್ಯದ,N__NN
423.22,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉದ್ದದ,N__NN
ರಸ್ತೆಗಳು,N__NN
",",RD__PUNC
55,QT__QTC
ಹೊಸ,JJ
ಸೇತುವೆಗಳನ್ನು,N__NN
ನವೀಕರಿಸಿ,V__VM__VNF
ಕಟ್ಟಲು,V__VM__VINF
ರಾಜ್ಯ,JJ
ಸರ್ಕಾರವು,N__NN
ಒಪ್ಪಿಗೆ,N__NNV
ನೀಡಿತು,V__VM__VF
.,RD__PUNC
ಇವುಗಳಲ್ಲಿ,PR__PRP
4,QT__QTC
ರಸ್ತೆ,N__NN
ಮತ್ತು,CC__CCD
3,QT__QTC
ಸೇತುವೆಗಳು,N__NN
ತೆರವುಗೊಂಡಿದ್ದು,V__VM__VNG
",",RD__PUNC
ವಿನ್ಯಾಸ,JJ
ಬದಲಾವಣೆ,N__NNV
ಮತ್ತು,CC__CCD
ಒಳ,JJ
ನಾಡು,N__NN
ಜಲ,JJ
ಮಾರ್ಗ,N__NN
ವಿಧಾನಗಳಲ್ಲಿನ,N__NN
ತಾಂತ್ರಿಕ,JJ
ಬದಲಾವಣೆಯಿಂದ,N__NNV
16,QT__QTC
ಸೇತುವೆಗಳ,N__NN
ಕಾಮಗಾರಿಗಳು,N__NN
258.40,QT__QTC
ಕೋಟಿ,QT__QTC
ರೂ.,N__NN
ಗೆ,PSP
ಪರಿಷ್ಕೃತ,JJ
ಆಡಳಿತಾತ್ಮಕ,JJ
ಅನುಮೋದನೆಯನ್ನು,N__NN
ಪಡೆದಿವೆ,V__VM__VF
.,RD__PUNC
ಆದ್ದರಿಂದ,CC__CCS
ಈ,DM__DMD
ಯೋಜನೆಯ,N__NN
ಅಡಿ,RP__RPD
413.37,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉದ್ದದ,N__NN
ರಸ್ತೆ,N__NN
ನಿರ್ಮಾಣ,N__NN
ಕಾರ್ಯ,N__NN
ಹಾಗೂ,CC__CCD
52,QT__QTC
ಸೇತುವೆ,N__NN
ಕಾಮಗಾರಿಗಳು,N__NN
ಪೂರ್ಣಗೊಂಡಿವೆ,V__VM__VF
.,RD__PUNC
ಇವುಗಳಲ್ಲಿ,PR__PRP
ಇಲ್ಲಿಯತನಕ,N__NST
125.85,QT__QTC
ಕೋಟಿ,QT__QTC
ವೆಚ್ಚದಲ್ಲಿ,N__NN
32,QT__QTC
ಸೇತುವೆಗಳು,N__NN
ಮತ್ತು,CC__CCD
410,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉದ್ದದ,N__NN
ರಸ್ತೆ,N__NN
ನಿರ್ಮಾಣ,N__NN
ಕಾರ್ಯಗಳು,N__NN
ಪೂರ್ಣಗೊಂಡಿವೆ,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಯೋಜನೆಯ,N__NN
ಅಡಿ,RP__RPD
ಕೆಳಗಿನ,N__NST
ಸೇತುವೆಗಳನ್ನು,N__NN
ನಿರ್ಮಿಸಲಾಗುವುದು,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಯೋಜನೆಗೆ,N__NN
2009,QT__QTC
-,RD__SYM
10ನೇ,QT__QTO
ಸಾಲಿನಲ್ಲಿ,N__NN
ರೂ.,N__NN
9.67,QT__QTC
ಕೋಟಿ,QT__QTC
ವೆಚ್ಚ,N__NN
ಮಾಡಲಾಗಿದೆ,V__VM__VF
.,RD__PUNC
ಪ್ರಸಕ್ತ,JJ
ವರ್ಷದಲ್ಲಿ,N__NN
ಪ್ರಾರಂಭ,N__NN
ಆಗುವ,V__VM__VNG
ಸೇತುವೆಗಳ,N__NN
ವಿವರಗಳು,N__NN
.,RD__PUNC
ನಬಾರ್ಡ್,N__NNP
ಮತ್ತು,CC__CCD
ಗ್ರಾಮ,JJ
ರಸ್ತೆಗಳ,N__NN
ಘಟಕದ,N__NN
ಮೂಲಕ,RP__RPD
ಕಾರ್ಯಗತಗೊಳಿಸಬೇಕಾದ,V__VM__VNG
ಕೆಲಸಗಳು,N__NN
:,RD__PUNC
ಸುನಾಮಿ,N__NN
ಪುನರ್ವಸತಿ,JJ
ಯೋಜನೆ,N__NN
ಅಡಿ,RP__RPD
ರೂ.,N__NN
53.40,QT__QTC
ಕೋಟಿ,QT__QTC
",",RD__PUNC
ಮೌಲ್ಯದ,N__NN
47.15,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉದ್ದದ,N__NN
ರಸ್ತೆಗಳು,N__NN
",",RD__PUNC
6,QT__QTC
ಉನ್ನತ,JJ
ಮಟ್ಟದ,N__NN
ಸೇತುವೆಗಳ,N__NN
ಅಭಿವೃದ್ಧಿ,N__NN
ಮತ್ತು,CC__CCD
ನಿರ್ಮಾಣಕ್ಕೆ,N__NNV
ಸರ್ಕಾರವು,N__NN
ಅನುಮೋದನೆಯನ್ನು,N__NN
ನೀಡಿದೆ,V__VM__VF
.,RD__PUNC
ಇದಕ್ಕೆ,DM__DMD
ಪರಿಷ್ಕೃತ,JJ
ಆಡಳಿತಾತ್ಮಕ,JJ
ಮಂಜೂರಾತಿ,N__NN
ರೂ.,N__NN
73.79,QT__QTC
ಕೋಟಿಯನ್ನು,N__NN
ಸರ್ಕಾರದಿಂದ,N__NN
ಸ್ವೀಕರಿಸಲಾಗಿದೆ,V__VM__VF
.,RD__PUNC
2009,QT__QTC
-,RD__SYM
10ನೇ,QT__QTO
ಸಾಲಿನಲ್ಲಿ,N__NN
ಈ,DM__DMD
ಕೆಳಗೆ,N__NST
ತಿಳಿಸಿದಂತೆ,V__VM__VNF
3,QT__QTC
ಸೇತುವೆ,N__NN
ಕಾಮಗಾರಿಗಳು,N__NN
ಪೂರ್ಣಗೊಂಡಿವೆ,V__VM__VF
.,RD__PUNC
2009,QT__QTC
-,RD__SYM
10ರಲ್ಲಿ,N__NN
ಯೋಜನೆಯ,N__NN
ವೆಚ್ಚವು,N__NN
6.95,QT__QTC
ಕೋಟಿ,QT__QTC
ರೂ.,N__NN
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಯೋಜನೆಗೆ,N__NN
3,QT__QTC
ಅರಣ್ಯ,JJ
ಇಲಾಖೆಗಳಿಂದ,N__NN
ಅನುಮತಿ,N__NN
ತೆಗೆದುಕೊಳ್ಳಲಾಗಿದೆ,V__VM__VF
.,RD__PUNC
ನಾಗೈ,N__NNP
ಜಿಲ್ಲೆಯ,N__NN
ತಿರುಮುಲ್ಲೈವಾಸಲಿನಲ್ಲಿ,N__NNP
3,QT__QTC
ಸೇತುವೆ,N__NN
ಕಾಮಗಾರಿಗಳನ್ನು,N__NN
ಈ,DM__DMD
ವರ್ಷ,N__NN
ರೂ.,N__NN
27.50,QT__QTC
ಕೋಟಿ,QT__QTC
ವೆಚ್ಚದಲ್ಲಿ,N__NN
ಆರಂಭಿಸಲಾಗುವುದು,V__VM__VF
.,RD__PUNC
ಕೆಳಗಿನ,N__NST
2,QT__QTC
ಸೇತುವೆ,N__NN
ನಿರ್ಮಾಣ,N__NN
ಕಾರ್ಯಗಳು,N__NN
ಮುಗಿಯುವುವು,V__VM__VF
.,RD__PUNC
ವಿಶ್ವ,N__NNP
ಬ್ಯಾಂಕ್,N__NNP
ಅನುದಾನಿತ,JJ
ಸುನಾಮಿ,N__NN
ತುರ್ತು,JJ
ಪರಿಹಾರ,N__NN
ಯೋಜನೆ,N__NN
:,RD__PUNC
ಸುನಾಮಿಯಿಂದ,N__NN
ಹಾನಿಗೆ,N__NN
ಒಳಗಾದ,V__VM__VNG
ಕನ್ಯಾಕುಮಾರಿ,N__NNP
ಜಿಲ್ಲೆಯಲ್ಲಿ,N__NN
ತಮಿಳುನಾಡು,N__NNP
ರಸ್ತೆ,N__NN
ಅಭಿವೃದ್ಧಿ,JJ
ಯೋಜನೆಯ,N__NN
ಮೂಲಕ,RP__RPD
23.20,QT__QTC
ಕೋಟಿ,QT__QTC
ರೂ.,N__NN
ವೆಚ್ಚದಲ್ಲಿ,N__NN
ಮಣಕ್ಕುಡಿ,N__NNP
ಗ್ರಾಮಗಳಿಗೆ,N__NN
ಸಂಪರ್ಕ,N__NN
ಕಲ್ಪಿಸುವ,V__VM__VNG
ನೂತನ,JJ
ರಸ್ತೆ,N__NN
ಸೇತುವೆ,N__NN
ನಿರ್ಮಾಣಕ್ಕೆ,N__NN
ವಿಶ್ವಬ್ಯಾಂಕ್,N__NNP
ಅನುಮೋದನೆ,N__NN
ನೀಡಿದೆ,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ನಿರ್ಮಾಣ,N__NN
ಕಾರ್ಯಕ್ಕೆ,N__NN
ಆದೇಶವನ್ನು,N__NN
ಹೊರಡಿಸಲಾಗಿದ್ದು,V__VM__VNG
",",RD__PUNC
16.03.2010,N__NNP
ರಂದು,PSP
ಕಾಮಗಾರಿಯು,N__NN
ಆರಂಭ,N__NN
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ಚೆನ್ನೈ,N__NNP
ನಗರ,N__NN
ಅಭಿವೃದ್ಧಿ,JJ
ಯೋಜನೆ,N__NN
(,RD__SYM
CMDP,RD__RDF
),RD__SYM
.,RD__PUNC
ಚೆನ್ನೈ,N__NNP
ಮಹಾ,JJ
ನಗರ,N__NN
ಪ್ರದೇಶಗಳಲ್ಲಿ,N__NN
ರಸ್ತೆ,N__NN
ಮತ್ತು,CC__CCD
ಸೇತುವೆ,N__NN
ನಿರ್ಮಾಣ,N__NN
ಸೌಲಭ್ಯಗಳನ್ನು,N__NN
ಸುಧಾರಿಸಲು,V__VM__VINF
",",RD__PUNC
ರಾಜ್ಯ,JJ
ಸರ್ಕಾರದ,N__NN
ಧನ,JJ
ಸಹಾಯದ,N__NN
ಒಂದಿಗೆ,RP__RPD
ಚೆನ್ನೈ,N__NNP
ಮಹಾ,JJ
ನಗರ,N__NN
ಅಭಿವೃದ್ಧಿ,JJ
ಯೋಜನೆಯನ್ನು,N__NN
ಜಾರಿಗೊಳಿಸಲಾಗುವುದು,V__VM__VF
.,RD__PUNC
ಇದರ,DM__DMD
ಅಡಿಯಲ್ಲಿ,RP__RPD
ರಸ್ತೆಗಳ,N__NN
ಸುಧಾರಣೆ,N__NNV
",",RD__PUNC
ಸೇತುವೆಗಳ,N__NN
ನಿರ್ಮಾಣ,N__NN
",",RD__PUNC
ರಸ್ತೆ,N__NN
ತಡೆ,N__NN
ಗೋಡೆಗಳು,N__NN
ಮತ್ತು,CC__CCD
ಪಾದಚಾರಿ,JJ
ಮಾರ್ಗಗಳ,N__NN
ನಿರ್ಮಾಣವು,N__NN
ಸೇರಿದಂತೆ,V__VM__VNF
825,QT__QTC
ಕೋಟಿ,QT__QTC
ವೆಚ್ಚದ,N__NN
ಸುಧಾರಣಾ,JJ
ಕಾಮಗಾರಿಗೆ,N__NN
ಸರಕಾರವು,N__NN
ಅನುಮೋದನೆಯನ್ನು,N__NN
ನೀಡಿದೆ,V__VM__VF
.,RD__PUNC
ಇದು,DM__DMD
ಒಟ್ಟು,JJ
473,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉದ್ದದ,N__NN
ರಸ್ತೆ,N__NN
ಕಾಮಗಾರಿ,N__NN
",",RD__PUNC
7,QT__QTC
ಸೇತುವೆ,N__NN
ಕಾಮಗಾರಿಗಳು,N__NN
",",RD__PUNC
5,QT__QTC
ಮೇಲು,JJ
ಸೇತುವೆಗಳು,N__NN
",",RD__PUNC
ರೈಲ್ವೆ,N__NN
ಕ್ರಾಸಿಂಗ್,N__NN
ನಲ್ಲಿ,PSP
ರಸ್ತೆ,N__NN
ಮೇಲು,JJ
ಸೇತುವೆ,N__NN
",",RD__PUNC
ಸುರಂಗಗಳ,N__NN
ಜೋಡಣೆ,N__NNV
ಮತ್ತು,CC__CCD
ರಸ್ತೆ,N__NN
ಕೇಂದ್ರ,JJ
ತಡೆ,JJ
ಗೋಡೆ,N__NN
ನಿರ್ಮಾಣದಂತಹ,N__NN
ಕಾಮಗಾರಿಗಳನ್ನು,N__NN
ಒಳಗೊಂಡಿದೆ,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಜಾಲದ,N__NN
ಅಡಿ,RP__RPD
2009,QT__QTC
-,RD__SYM
10ನೇ,QT__QTO
ಸಾಲಿನವರೆಗೆ,N__NN
ರೂ.,N__NN
412,QT__QTC
ಕೋಟಿ,QT__QTC
ವೆಚ್ಚದಲ್ಲಿ,N__NN
385,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉದ್ದದ,N__NN
ರಸ್ತೆ,N__NN
ಕಾಮಗಾರಿಗಳು,N__NN
",",RD__PUNC
ಪಾದಚಾರಿ,JJ
ಮಾರ್ಗ,N__NN
",",RD__PUNC
ಸುರಂಗದ,N__NN
ಜೋಡಣೆ,N__NNV
ಮತ್ತು,CC__CCD
ಕೇಂದ್ರ,JJ
ತಡೆ,JJ
ಗೋಡೆ,N__NN
ನಿರ್ಮಾಣದಂತಹ,N__NN
ಕಾಮಗಾರಿಗಳು,N__NN
ಪೂರ್ಣಗೊಂಡಿವೆ,V__VM__VF
.,RD__PUNC
ಉಳಿದ,V__VM__VNG
88,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ಉದ್ದದ,N__NN
ರಸ್ತೆ,N__NN
ಕಾಮಗಾರಿ,N__NN
ಈ,DM__DMD
ವರ್ಷ,N__NN
ಪೂರ್ಣಗೊಳ್ಳಲಿದೆ,V__VM__VF
.,RD__PUNC
ಇದು,DM__DMD
ಅಲ್ಲದೆ,CC__CCS
ಮಹಾ,JJ
ನಗರ,N__NN
ಪಾಲಿಕೆಯಿಂದ,N__NN
ನಡೆಯುವ,V__VM__VNG
ಸೇತುವೆ,N__NN
ಕಾಮಗಾರಿಗಳ,N__NN
ವಿವರ,N__NN
ಇಂತು,RB
ಇದೆ,V__VM__VF
.,RD__PUNC
ನದಿ,N__NN
ಸೇತುವೆಗಳು,N__NN
:-,RD__PUNC
ತಿರುವಳ್ಳೂರು,N__NNP
ಜಿಲ್ಲೆಯ,N__NN
ತಿರುಮಳಿಸೈ,N__NNP
ಸತ್ಯವೇಡು,N__NNP
ರಸ್ತೆಯಲ್ಲಿ,N__NN
ಇರುವ,V__VM__VNG
ವೆಲ್ಲವೇಡು,N__NNP
ಹತ್ತಿರ,N__NST
ಅಂದಾಜು,JJ
ರೂ.,N__NN
2,QT__QTC
ಕೋಟಿ,QT__QTC
ವೆಚ್ಚದಲ್ಲಿ,N__NN
ಸೇತುವೆ,N__NN
ಅಗಲೀಕರಣಗೊಳ್ಳುವ,V__VM__VNG
ಕೆಲಸವು,N__NN
ಪ್ರಗತಿಯಲ್ಲಿ,N__NN
ಇದೆ,V__VM__VF
.,RD__PUNC
2010ರ,N__NN
ಮೇ,N__NNP
ತಿಂಗಳಲ್ಲಿ,N__NN
ಈ,DM__DMD
ಕಾಮಗಾರಿ,N__NN
ಪೂರ್ಣಗೊಳ್ಳುವುದು,V__VM__VF
.,RD__PUNC
ತಿರುವಳ್ಳೂರು,N__NNP
ಜಿಲ್ಲೆಯ,N__NN
ದೊಡ್ಡ,N__NNP
ಉತ್ತರ,N__NNP
ರಸ್ತೆಯಲ್ಲಿ,N__NN
17,QT__QTC
/,RD__SYM
2,QT__QTC
ಕಿ.ಮೀ.,RP__CL
ನಲ್ಲಿ,PSP
ಚೆಂಕುನ್ರಂ,N__NNP
ಕೆರೆ,N__NN
ಬಳಿ,N__NST
4.96,QT__QTC
ಕೋಟಿ,QT__QTC
ರೂ.,N__NN
ವೆಚ್ಚದಲ್ಲಿ,N__NN
ಸೇತುವೆ,N__NN
ನಿರ್ಮಿಸಲಾಗುವುದು,V__VM__VF
.,RD__PUNC
2010ರ,N__NN
ಮೇ,N__NNP
ತಿಂಗಳಲ್ಲಿ,N__NN
ಈ,DM__DMD
ಕಾಮಗಾರಿ,N__NN
ಪೂರ್ಣಗೊಳ್ಳಲಿದೆ,V__VM__VF
.,RD__PUNC
ಚೆನ್ನೈ,N__NNP
ಜಿಲ್ಲೆಯ,N__NN
ಅಮಿಂತಕರೈನಲ್ಲಿ,N__NNP
ಹಳೆಯ,JJ
ಸೇತುವೆಯ,N__NN
ಉದ್ದಕ್ಕೂ,RP__RPD
ಮೂರು,QT__QTC
ಪಥದ,N__NN
ಮಾರ್ಗದಲ್ಲಿ,N__NN
3.30,QT__QTC
ಕೋಟಿ,QT__QTC
ರೂ.,N__NN
ಮೌಲ್ಯದ,N__NN
ಹೊಸ,JJ
ಸೇತುವೆ,N__NN
ನಿರ್ಮಾಣ,N__NN
ನಡೆಯಲಿದೆ,V__VM__VF
.,RD__PUNC
ಜುಲೈ,N__NNP
2010ರಲ್ಲಿ,N__NN
ಕಾಮಗಾರಿ,N__NN
ಪೂರ್ಣಗೊಳ್ಳಲಿದೆ,V__VM__VF
.,RD__PUNC
ತಿರುವಳ್ಳೂರು,N__NNP
ಜಿಲ್ಲೆಯ,N__NN
",",RD__PUNC
ಚೆನ್ನೈ,N__NNP
-,RD__SYM
ನೆರ್ಕುನ್ರಂ,N__NNP
ಪ್ರದೇಶದಲ್ಲಿ,N__NN
ಕೂವಂ,N__NNP
ನದಿಯ,N__NN
ಆಚೆ,N__NST
ದೊಡ್ಡ,JJ
ಪಶ್ಚಿಮ,N__NST
ಮುಖ,N__NN
ವಿಸ್ತೀರ್ಣ,N__NN
ಪ್ರದೇಶದಿಂದ,N__NN
11,QT__QTC
/,RD__SYM
2ಅನ್ನು,N__NN
ಸಂಪರ್ಕಿಸುವ,V__VM__VNG
ರಸ್ತೆಯಲ್ಲಿ,N__NN
16.04,QT__QTC
ಕೋಟಿ,QT__QTC
ರೂ.,N__NN
ವೆಚ್ಚದಲ್ಲಿ,N__NN
ಎತ್ತರದ,JJ
ಸೇತುವೆ,N__NN
ಕಂಬಗಳ,N__NN
ಅಧ್ಯಯನ,N__NN
ನಡೆಯಲಿದೆ,V__VM__VF
.,RD__PUNC
ಚೆನ್ನೈ,N__NNP
ಅದ್ಯಾರಿಲ್,N__NNP
ತಿರು.,N__NNP
ವಿ.,N__NNP
ಕೆ.,N__NNP
ಸೇತುವೆಗೆ,N__NN
ಸಮಾನಾಂತರ,JJ
ಆಗಿ,RP__RPD
13.08,QT__QTC
ಕೋಟಿ,QT__QTC
ರೂ.,N__NN
ಮೌಲ್ಯದ,N__NN
ಅಂದಾಜಿನಲ್ಲಿ,N__NN
ಹೆಚ್ಚಾಗಿ,RB
ಮೂರು,QT__QTC
ಪಥದ,N__NN
ಸೇತುವೆ,N__NN
ನಿರ್ಮಾಣ,N__NN
ಕಾಮಗಾರಿಗೆ,N__NN
19.04.10,N__NNP
ರಂದು,PSP
ಸ್ವೀಕರಿಸಿದ,V__VM__VNG
ಒಪ್ಪಂದವು,N__NN
ಪರಿಗಣನೆಯಲ್ಲಿ,N__NN
ಇದೆ,V__VM__VF
.,RD__PUNC
ತಿರುವಳ್ಳೂರು,N__NNP
ಜಿಲ್ಲೆಯ,N__NN
",",RD__PUNC
ಎನ್ನೋರ್,N__NNP
ಎಕ್ಸ್‌ಪ್ರೆಸ್‌ವೇ,N__NNP
ಮತ್ತು,CC__CCD
ವಡಚೆನ್ನೈ,N__NNP
ಥರ್ಮಲ್,N__NNP
ಪವರ್,N__NNP
ಸ್ಟೇಷನ್,N__NNP
ಅನ್ನು,PSP
20,QT__QTC
ಕೋಟಿ,QT__QTC
ವೆಚ್ಚದಲ್ಲಿ,N__NN
ಸಂಪರ್ಕಿಸಲು,V__VM__VINF
ಎನ್ನೋರ್,N__NNP
ಅಳಿವೆಯ,N__NN
ಮೇಲೆ,N__NST
ಹೊಸ,JJ
ಸೇತುವೆಯನ್ನು,N__NN
ನಿರ್ಮಿಸಲು,V__VM__VINF
ಸರ್ಕಾರವು,N__NN
ಆಡಳಿತಾತ್ಮಕ,JJ
ಅನುಮೋದನೆಯನ್ನು,N__NN
ನೀಡಿದೆ,V__VM__VF
.,RD__PUNC
ಸೇತುವೆಯು,N__NN
ಬಕಿಂಗ್ಹ್ಯಾಮ್,N__NNP
ಕಾಲುವೆ,N__NN
ಮತ್ತು,CC__CCD
ಕುಶಸ್ತಲೈ,N__NNP
ನದಿಯ,N__NN
ಸಂಗಮ,JJ
ಪ್ರದೇಶದಲ್ಲಿ,N__NN
ಇದೆ,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಪ್ರದೇಶವು,N__NN
ಭಾರತೀಯ,JJ
ಒಳ,JJ
ನಾಡು,N__NN
ಜಲ,JJ
ಮಾರ್ಗದಲ್ಲಿ,N__NN
ಇದೆ,V__VM__VF
ಎಂಬುದನ್ನು,CC__CCS
ಗಮನಿಸಿ,V__VM__VNF
ಬಿಡುಗಡೆಯಾದ,RB
ನಂತರ,N__NST
ಸೇತುವೆಗೆ,N__NN
ಅನುಗುಣವಾಗಿ,RB
ಫೆಬ್ರವರಿ,N__NNP
2010ರಲ್ಲಿ,N__NN
ಮಾರ್ಪಡಿಸಲಾಗಿದೆ,V__VM__VF
ಮತ್ತು,CC__CCS
ಅಂತಿಮಗೊಳಿಸಲಾಗಿದೆ,V__VM__VF
.,RD__PUNC
ಪ್ರಸ್ತುತ,JJ
ಈ,DM__DMD
ಎತ್ತರದ,JJ
ಸೇತುವೆ,N__NN
ಕಾಮಗಾರಿಗೆ,N__NN
ಮಾರ್ಪಾಡು,N__NN
ಮಾಡಲಾಗಿದ್ದು,V__VM__VNG
",",RD__PUNC
ಜೋಡಣೆ,N__NNV
ಮತ್ತು,CC__CCD
ಅಂದಾಜುಗಳ,N__NN
ಒಂದಿಗೆ,RP__RPD
ವಿವರವಾದ,RB
ಯೋಜನಾ,JJ
ವರದಿ,N__NN
ಸಿದ್ಧಪಡಿಸಲಾಗುವುದು,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಯೋಜನೆಯು,N__NN
ಪ್ರಸಕ್ತ,JJ
ವರ್ಷದಲ್ಲಿ,N__NN
ಜಾರಿಗೆ,N__NN
ಬರಲಿದೆ,V__VM__VF
.,RD__PUNC
ರಸ್ತೆ,N__NN
ಮೇಲು,N__NST
ಸೇತುವೆಗಳು,N__NN
:-,RD__PUNC
ಈ,DM__DMD
ಯೋಜನೆಯಲ್ಲಿ,N__NN
ಕೈಗೆ,N__NN
ಎತ್ತಿ,V__VM__VNF
ಕೊಂಡ,V__VAUX
ಸೇತುವೆ,N__NN
ಕಾಮಗಾರಿಗಳಲ್ಲಿ,N__NN
",",RD__PUNC
ಯೋಜನಾ,JJ
ಘಟಕದ,N__NN
ಮೂಲಕ,RP__RPD
ಕಾಂಚೀಪುರಂ,N__NNP
ಜಿಲ್ಲೆಯಲ್ಲಿ,N__NN
",",RD__PUNC
21.02,QT__QTC
ಕೋಟಿ,QT__QTC
ರೂ.,N__NN
ಗಳ,PSP
ಪಲ್ಲವರಂ,N__NNP
-,RD__SYM
ದುರಪ್ಪಕ್ಕಂ,N__NNP
",",RD__PUNC
ಅರಚಲೈ,N__NNP
ಮತ್ತು,CC__CCD
ಮರೈಮಲ್ಯಾಡಿಕಲ್,N__NNP
ಇರುಂಬುಲಿಯೂರ್,N__NNP
ರಸ್ತೆ,N__NN
ಜಂಕ್ಷನ್,N__NN
(,RD__SYM
ಪಲ್ಲಿಕರನೈ,N__NNP
),RD__SYM
ರಸ್ತೆಯ,N__NN
ಮೇಲು,N__NST
ಸೇತುವೆ,N__NN
ಕಾಮಗಾರಿಯು,N__NN
ಪೂರ್ಣಗೊಂಡು,V__VM__VNG
ಇದ್ದು,V__VAUX
ಮಾನ್ಯ,JJ
ಉಪ,JJ
ಮುಖ್ಯಮಂತ್ರಿ,N__NN
ಇದನ್ನು,PR__PRP
29.10.2009,N__NN
ರಂದು,PSP
ಉದ್ಘಾಟಿಸಿದರು,V__VM__VF
ಮತ್ತು,CC__CCS
ಅದನ್ನು,PR__PRP
ಸಾರ್ವಜನಿಕ,JJ
ಬಳಕೆಗೆ,N__NN
ತೆರೆಯಲು,V__VM__VF
ಆಯಿತು,V__VAUX
.,RD__PUNC
ತಿರುವಳ್ಳೂರು,N__NNP
ಜಿಲ್ಲೆ,N__NN
",",RD__PUNC
ಪೊನೂರು,N__NNP
",",RD__PUNC
ಕೋಡಂಬಾಕ್ಕಂ,N__NNP
-,RD__SYM
ತಿರುಪೆರುಂಬುದೂರ್,N__NNP
ರಸ್ತೆ,N__NN
",",RD__PUNC
ಮೌಂಟ್,N__NNP
ಪೂನಮ್,N__NNP
ರಸ್ತೆ,JJ
ಜಂಕ್ಷನಿನಲ್ಲಿ,N__NN
",",RD__PUNC
34.72,QT__QTC
ಕೋಟಿ,QT__QTC
ರೂ.,N__NN
ಮೌಲ್ಯದ,N__NN
ರಸ್ತೆ,N__NN
ಮೇಲು,N__NST
ಸೇತುವೆ,N__NN
ಕಾಮಗಾರಿಯ,N__NN
ಗುತ್ತಿಗೆಯು,N__NN
ಅಂತಿಮಗೊಂಡು,V__VM__VNG
ಇದ್ದು,V__VAUX
",",RD__PUNC
ಪ್ರಾಥಮಿಕ,JJ
ಕಾಮಗಾರಿಯು,N__NN
ಆರಂಭ,N__NN
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ತಿರುವಳ್ಳೂರು,N__NNP
ಜಿಲ್ಲೆ,N__NN
",",RD__PUNC
ದೊಡ್ಡ,N__NNP
ಉತ್ತರ,N__NNP
ರಸ್ತೆಯಲ್ಲಿ,N__NN
ಮಾಧವರಂ,N__NNP
ಹೆದ್ದಾರಿ,JJ
ಜಂಕ್ಷನಿನಲ್ಲಿ,N__NN
ಮೂಲ,N__NNP
ಅಂಗಡಿ,N__NNP
ಪ್ರದೇಶದಲ್ಲಿ,N__NN
49.55,QT__QTC
ಕೋಟಿ,QT__QTC
ರೂ.,N__NN
ಮೌಲ್ಯದ,N__NN
ಮೇಲು,N__NST
ಸೇತುವೆ,N__NN
ನಿರ್ಮಾಣಕ್ಕೆ,N__NN
09.04.10,N__NNP
ರಂದು,PSP
ಟೆಂಡರ್,N__NN
ಪಡೆಯಲು,V__VM__VINF
ಆಗಿ,V__VAUX
ಇದ್ದು,V__VAUX
ಇದು,PR__PRP
ಪರಿಗಣನೆಯಲ್ಲಿ,N__NNV
ಇದೆ,V__VM__VF
.,RD__PUNC
ಚೆನ್ನೈ,N__NNP
ಜಿಲ್ಲೆ,N__NN
",",RD__PUNC
ಅಣ್ಣಾ,N__NNP
ನಗರ,N__NNP
2ನೇ,QT__QTO
ಗ್ಯಾಲರಿ,N__NN
ಮತ್ತು,CC__CCD
ತಿರುಮಂಗಲಂ,N__NNP
ಫೇಸ್,JJ
ರಸ್ತೆ,N__NN
-,RD__SYM
ಒಳ,N__NST
ವರ್ತುಲ,JJ
ರಸ್ತೆಯ,N__NN
ಜಂಕ್ಷನಿನಲ್ಲಿ,N__NN
ರಸ್ತೆ,N__NN
ಮೇಲು,N__NST
ಸೇತುವೆಯ,N__NN
ನಿರ್ಮಾಣದ,N__NN
ಕಾರ್ಯಸಾಧ್ಯತಾ,JJ
ವರದಿಗೆ,N__NN
